Timestamp,Message,Source_Ip,EventID,targetUserName,task
1/4/2024 8:25,An account was logged off.,210.219.224.239,4625,pratham,LoginFailure
1/4/2024 8:26,An account failed to log on.,007.244.244.080,4634,suresh,LoginFailure
1/4/2024 8:27,An account failed to log on.,214.097.100.078,4634,vishal,Logon
1/4/2024 8:28,An account was successfully logged on.,143.005.004.027,4624,Priyansh,LoginFailure
1/4/2024 8:29,An account failed to log on.,230.058.251.120,4625,dinesh,Logoff
1/4/2024 8:30,An account was logged off.,160.249.246.255,4624,pratham,LoginFailure
1/4/2024 8:31,An account failed to log on.,007.121.192.152,4625,suresh,Logoff
1/4/2024 8:32,An account was logged off.,242.144.054.202,4625,vishal,LoginFailure
1/4/2024 8:33,An account failed to log on.,036.106.074.047,4624,kirtan,Logoff
1/4/2024 8:34,An account was logged off.,061.190.189.120,4634,vishal,Logoff
1/4/2024 8:35,An account was logged off.,050.198.066.130,4634,ramesh,Logon
1/4/2024 8:36,An account was successfully logged on.,231.196.217.111,4625,Priyansh,Logoff
1/4/2024 8:37,An account was logged off.,223.158.252.177,4624,dinesh,LoginFailure
1/4/2024 8:38,An account failed to log on.,047.222.191.190,4634,kirtan,LoginFailure
1/4/2024 8:39,An account failed to log on.,111.157.171.011,4634,dinesh,Logoff
1/4/2024 8:40,An account was logged off.,164.163.096.023,4624,kirtan,LoginFailure
1/4/2024 8:41,An account failed to log on.,048.052.177.187,4624,vishal,LoginFailure
1/4/2024 8:42,An account failed to log on.,230.160.201.206,4625,Priyansh,Logoff
1/4/2024 8:43,An account was logged off.,212.059.006.105,4625,suresh,Logon
1/4/2024 8:44,An account was successfully logged on.,127.055.142.057,4634,pratham,LoginFailure
1/4/2024 8:45,An account failed to log on.,000.006.250.189,4624,suresh,LoginFailure
1/4/2024 8:46,An account failed to log on.,067.022.042.249,4624,dinesh,LoginFailure
1/4/2024 8:47,An account failed to log on.,021.170.012.197,4634,suresh,Logoff
1/4/2024 8:48,An account was logged off.,142.015.123.154,4625,kirtan,Logon
1/4/2024 8:49,An account was successfully logged on.,155.185.015.181,4634,pratham,Logon
1/4/2024 8:50,An account was successfully logged on.,159.100.232.067,4634,dinesh,LoginFailure
1/4/2024 8:51,An account failed to log on.,162.253.043.146,4634,ramesh,LoginFailure
1/4/2024 8:52,An account failed to log on.,114.246.105.207,4624,kirtan,Logoff
1/4/2024 8:53,An account was logged off.,022.207.076.067,4634,suresh,Logoff
1/4/2024 8:54,An account was logged off.,114.100.124.068,4625,Priyansh,Logoff
1/4/2024 8:55,An account was logged off.,032.166.173.180,4624,vishal,Logon
1/4/2024 8:56,An account was successfully logged on.,146.138.027.247,4625,dinesh,Logon
1/4/2024 8:57,An account was successfully logged on.,242.004.241.202,4625,ramesh,Logon
1/4/2024 8:58,An account was successfully logged on.,249.121.058.007,4625,vishal,Logoff
1/4/2024 8:59,An account was logged off.,068.084.170.158,4625,dinesh,LoginFailure
1/4/2024 9:00,An account failed to log on.,026.030.051.112,4624,ramesh,Logoff
1/4/2024 9:01,An account was logged off.,239.190.103.061,4625,vishal,Logoff
1/4/2024 9:02,An account was logged off.,067.068.165.080,4634,vishal,Logoff
1/4/2024 9:03,An account was logged off.,127.229.156.162,4634,Priyansh,LoginFailure
1/4/2024 9:04,An account failed to log on.,248.069.147.056,4624,Priyansh,LoginFailure
1/4/2024 9:05,An account failed to log on.,075.108.225.214,4624,vishal,Logon
1/4/2024 9:06,An account was successfully logged on.,123.107.069.242,4624,kirtan,Logoff
1/4/2024 9:07,An account was logged off.,044.124.031.084,4624,vishal,Logon
1/4/2024 9:08,An account was successfully logged on.,139.206.161.238,4624,dinesh,Logon
1/4/2024 9:09,An account was successfully logged on.,193.205.224.141,4625,Priyansh,Logoff
1/4/2024 9:10,An account was logged off.,045.111.159.109,4625,pratham,Logoff
1/4/2024 9:11,An account was logged off.,195.077.231.165,4624,kirtan,LoginFailure
1/4/2024 9:12,An account failed to log on.,055.175.037.030,4625,vishal,Logoff
1/4/2024 9:13,An account was logged off.,191.101.039.040,4625,pratham,Logoff
1/4/2024 9:14,An account was logged off.,022.050.251.214,4624,kirtan,Logon
1/4/2024 9:15,An account was successfully logged on.,138.113.104.131,4634,kirtan,LoginFailure
1/4/2024 9:16,An account failed to log on.,128.009.196.134,4634,suresh,Logon
1/4/2024 9:17,An account was successfully logged on.,150.081.133.055,4634,dinesh,LoginFailure
1/4/2024 9:18,An account failed to log on.,077.241.228.171,4625,kirtan,LoginFailure
1/4/2024 9:19,An account failed to log on.,101.136.212.130,4625,vishal,Logon
1/4/2024 9:20,An account was successfully logged on.,064.109.106.177,4625,Priyansh,Logoff
1/4/2024 9:21,An account was logged off.,243.199.053.073,4624,ramesh,Logoff
1/4/2024 9:22,An account was logged off.,099.108.204.255,4624,pratham,LoginFailure
1/4/2024 9:23,An account failed to log on.,209.216.021.002,4634,suresh,Logon
1/4/2024 9:24,An account was successfully logged on.,004.160.029.003,4624,dinesh,Logoff
1/4/2024 9:25,An account was logged off.,234.070.214.069,4634,vishal,Logoff
1/4/2024 9:26,An account was logged off.,170.220.035.206,4634,vishal,Logon
1/4/2024 9:27,An account was successfully logged on.,130.175.020.244,4634,Priyansh,Logon
1/4/2024 9:28,An account was successfully logged on.,017.166.228.170,4634,vishal,LoginFailure
1/4/2024 9:29,An account failed to log on.,127.150.213.162,4625,kirtan,LoginFailure
1/4/2024 9:30,An account failed to log on.,171.035.164.148,4625,Priyansh,Logoff
1/4/2024 9:31,An account was logged off.,255.239.111.011,4634,kirtan,Logon
1/4/2024 9:32,An account was successfully logged on.,074.251.058.133,4634,vishal,Logon
1/4/2024 9:33,An account was successfully logged on.,024.108.228.117,4625,kirtan,Logoff
1/4/2024 9:34,An account was logged off.,211.148.074.211,4634,pratham,LoginFailure
1/4/2024 9:35,An account failed to log on.,036.200.201.247,4625,suresh,Logoff
1/4/2024 9:36,An account was logged off.,136.135.046.000,4625,suresh,Logoff
1/4/2024 9:37,An account was logged off.,082.089.123.185,4625,dinesh,Logoff
1/4/2024 9:38,An account was logged off.,009.027.023.050,4634,dinesh,Logon
1/4/2024 9:39,An account was successfully logged on.,008.152.185.151,4634,Priyansh,Logoff
1/4/2024 9:40,An account was logged off.,065.062.075.076,4634,ramesh,LoginFailure
1/4/2024 9:41,An account failed to log on.,004.218.059.087,4634,ramesh,Logon
1/4/2024 9:42,An account was successfully logged on.,163.146.050.023,4625,suresh,LoginFailure
1/4/2024 9:43,An account failed to log on.,143.124.057.076,4634,Priyansh,LoginFailure
1/4/2024 9:44,An account failed to log on.,047.196.055.233,4625,pratham,LoginFailure
1/4/2024 9:45,An account failed to log on.,152.030.108.203,4634,ramesh,LoginFailure
1/4/2024 9:46,An account failed to log on.,094.197.221.081,4634,kirtan,Logon
1/4/2024 9:47,An account was successfully logged on.,098.181.164.124,4625,Priyansh,LoginFailure
1/4/2024 9:48,An account failed to log on.,179.115.218.104,4625,vishal,Logoff
1/4/2024 9:49,An account was logged off.,066.159.092.247,4624,ramesh,Logoff
1/4/2024 9:50,An account was logged off.,064.213.180.015,4625,Priyansh,Logon
1/4/2024 9:51,An account was successfully logged on.,251.178.032.012,4634,vishal,Logon
1/4/2024 9:52,An account was successfully logged on.,004.040.105.105,4625,pratham,Logon
1/4/2024 9:53,An account was successfully logged on.,169.216.232.208,4634,ramesh,Logon
1/4/2024 9:54,An account was successfully logged on.,164.043.218.245,4625,dinesh,Logon
1/4/2024 9:55,An account was successfully logged on.,169.195.133.183,4634,vishal,LoginFailure
1/4/2024 9:56,An account failed to log on.,137.244.034.030,4625,pratham,LoginFailure
1/4/2024 9:57,An account failed to log on.,028.088.210.193,4625,Priyansh,Logon
1/4/2024 9:58,An account was successfully logged on.,072.219.214.083,4624,pratham,LoginFailure
1/4/2024 9:59,An account failed to log on.,138.243.108.096,4625,pratham,LoginFailure
1/4/2024 10:00,An account failed to log on.,148.073.254.208,4625,ramesh,Logon
1/4/2024 10:01,An account was successfully logged on.,107.021.169.163,4634,vishal,Logoff
1/4/2024 10:02,An account was logged off.,209.237.013.059,4624,dinesh,Logoff
1/4/2024 10:03,An account was logged off.,069.004.105.075,4634,vishal,Logoff
1/4/2024 10:04,An account was logged off.,075.002.222.185,4634,pratham,LoginFailure
1/4/2024 10:05,An account failed to log on.,190.046.008.136,4634,kirtan,LoginFailure
1/4/2024 10:06,An account failed to log on.,113.224.250.026,4625,dinesh,LoginFailure
1/4/2024 10:07,An account failed to log on.,203.230.010.221,4634,Priyansh,Logon
1/4/2024 10:08,An account was successfully logged on.,144.141.029.143,4634,ramesh,Logon
1/4/2024 10:09,An account was successfully logged on.,244.062.029.105,4625,suresh,Logoff
1/4/2024 10:10,An account was logged off.,024.204.189.167,4625,kirtan,Logon
1/4/2024 10:11,An account was successfully logged on.,197.243.173.246,4625,vishal,Logoff
1/4/2024 10:12,An account was logged off.,104.123.241.109,4625,vishal,Logoff
1/4/2024 10:13,An account was logged off.,032.138.113.123,4624,kirtan,Logoff
1/4/2024 10:14,An account was logged off.,000.230.131.124,4625,Priyansh,Logoff
1/4/2024 10:15,An account was logged off.,228.016.251.080,4634,Priyansh,LoginFailure
1/4/2024 10:16,An account failed to log on.,221.093.163.093,4624,kirtan,LoginFailure
1/4/2024 10:17,An account failed to log on.,231.202.234.066,4634,kirtan,Logoff
1/4/2024 10:18,An account was logged off.,225.234.220.236,4634,pratham,Logoff
1/4/2024 10:19,An account was logged off.,001.065.008.007,4625,suresh,LoginFailure
1/4/2024 10:20,An account failed to log on.,162.228.141.034,4624,pratham,Logoff
1/4/2024 10:21,An account was logged off.,029.188.141.065,4634,kirtan,LoginFailure
1/4/2024 10:22,An account failed to log on.,105.000.226.065,4624,kirtan,LoginFailure
1/4/2024 10:23,An account failed to log on.,187.226.207.085,4625,suresh,LoginFailure
1/4/2024 10:24,An account failed to log on.,062.160.044.146,4634,Priyansh,Logoff
1/4/2024 10:25,An account was logged off.,242.158.080.014,4634,vishal,Logoff
1/4/2024 10:26,An account was logged off.,250.020.151.043,4634,dinesh,Logoff
1/4/2024 10:27,An account was logged off.,087.255.185.242,4634,ramesh,Logoff
1/4/2024 10:28,An account was logged off.,116.088.019.159,4634,kirtan,LoginFailure
1/4/2024 10:29,An account failed to log on.,077.025.081.198,4624,Priyansh,Logoff
1/4/2024 10:30,An account was logged off.,072.210.109.145,4625,suresh,LoginFailure
1/4/2024 10:31,An account failed to log on.,131.130.110.030,4624,vishal,Logoff
1/4/2024 10:32,An account was logged off.,097.121.090.106,4624,pratham,Logoff
1/4/2024 10:33,An account was logged off.,195.003.095.012,4624,kirtan,LoginFailure
1/4/2024 10:34,An account failed to log on.,208.213.064.232,4624,ramesh,LoginFailure
1/4/2024 10:35,An account failed to log on.,204.234.053.097,4624,Priyansh,Logon
1/4/2024 10:36,An account was successfully logged on.,255.223.002.185,4634,ramesh,LoginFailure
1/4/2024 10:37,An account failed to log on.,123.072.048.128,4634,pratham,Logoff
1/4/2024 10:38,An account was logged off.,016.181.232.134,4625,vishal,LoginFailure
1/4/2024 10:39,An account failed to log on.,140.088.017.134,4625,pratham,Logoff
1/4/2024 10:40,An account was logged off.,007.126.016.241,4634,dinesh,LoginFailure
1/4/2024 10:41,An account failed to log on.,160.236.100.147,4624,suresh,Logoff
1/4/2024 10:42,An account was logged off.,193.019.074.173,4634,vishal,LoginFailure
1/4/2024 10:43,An account failed to log on.,240.019.176.032,4634,vishal,LoginFailure
1/4/2024 10:44,An account failed to log on.,166.036.132.115,4624,Priyansh,Logon
1/4/2024 10:45,An account was successfully logged on.,032.102.186.041,4634,ramesh,LoginFailure
1/4/2024 10:46,An account failed to log on.,233.119.142.152,4625,vishal,LoginFailure
1/4/2024 10:47,An account failed to log on.,158.008.252.133,4624,Priyansh,Logoff
1/4/2024 10:48,An account was logged off.,195.017.167.181,4624,kirtan,Logon
1/4/2024 10:49,An account was successfully logged on.,168.049.058.055,4625,suresh,Logoff
1/4/2024 10:50,An account was logged off.,240.036.044.044,4634,vishal,Logoff
1/4/2024 10:51,An account was logged off.,196.048.065.140,4634,kirtan,Logoff
1/4/2024 10:52,An account was logged off.,230.119.232.147,4625,vishal,LoginFailure
1/4/2024 10:53,An account failed to log on.,136.165.216.095,4624,vishal,Logoff
1/4/2024 10:54,An account was logged off.,077.084.255.056,4624,ramesh,Logoff
1/4/2024 10:55,An account was logged off.,225.096.191.083,4634,suresh,LoginFailure
1/4/2024 10:56,An account failed to log on.,127.060.015.161,4624,dinesh,LoginFailure
1/4/2024 10:57,An account failed to log on.,057.085.139.175,4624,ramesh,LoginFailure
1/4/2024 10:58,An account failed to log on.,167.049.141.137,4634,Priyansh,LoginFailure
1/4/2024 10:59,An account failed to log on.,019.118.133.050,4624,ramesh,Logon
1/4/2024 11:00,An account was successfully logged on.,144.042.180.061,4625,Priyansh,LoginFailure
1/4/2024 11:01,An account failed to log on.,145.002.050.185,4624,vishal,Logoff
1/4/2024 11:02,An account was logged off.,210.198.105.153,4625,kirtan,Logon
1/4/2024 11:03,An account was successfully logged on.,151.036.083.006,4625,dinesh,Logoff
1/4/2024 11:04,An account was logged off.,113.159.111.172,4625,ramesh,Logoff
1/4/2024 11:05,An account was logged off.,213.104.248.070,4624,pratham,LoginFailure
1/4/2024 11:06,An account failed to log on.,245.142.202.143,4625,dinesh,Logon
1/4/2024 11:07,An account was successfully logged on.,019.203.071.120,4634,suresh,Logoff
1/4/2024 11:08,An account was logged off.,162.068.193.115,4634,vishal,Logon
1/4/2024 11:09,An account was successfully logged on.,210.047.043.135,4625,Priyansh,LoginFailure
1/4/2024 11:10,An account failed to log on.,134.176.250.176,4634,Priyansh,Logoff
1/4/2024 11:11,An account was logged off.,081.215.212.250,4624,vishal,Logoff
1/4/2024 11:12,An account was logged off.,180.020.253.078,4625,pratham,Logoff
1/4/2024 11:13,An account was logged off.,014.146.087.180,4634,dinesh,Logoff
1/4/2024 11:14,An account was logged off.,190.084.178.002,4634,Priyansh,Logoff
1/4/2024 11:15,An account was logged off.,150.106.129.038,4625,vishal,Logon
1/4/2024 11:16,An account was successfully logged on.,217.017.173.067,4634,kirtan,LoginFailure
1/4/2024 11:17,An account failed to log on.,085.031.168.106,4634,Priyansh,Logon
1/4/2024 11:18,An account was successfully logged on.,011.063.107.034,4634,vishal,Logon
1/4/2024 11:19,An account was successfully logged on.,240.220.136.015,4624,ramesh,Logon
1/4/2024 11:20,An account was successfully logged on.,237.156.182.032,4624,dinesh,Logon
1/4/2024 11:21,An account was successfully logged on.,045.242.107.097,4625,dinesh,Logon
1/4/2024 11:22,An account was successfully logged on.,042.173.064.040,4634,Priyansh,Logoff
1/4/2024 11:23,An account was logged off.,195.241.063.122,4634,vishal,Logoff
1/4/2024 11:24,An account was logged off.,034.241.238.030,4625,pratham,LoginFailure
1/4/2024 11:25,An account failed to log on.,045.162.237.035,4634,dinesh,LoginFailure
1/4/2024 11:26,An account failed to log on.,202.124.043.073,4624,Priyansh,Logoff
1/4/2024 11:27,An account was logged off.,078.148.079.085,4634,kirtan,Logon
1/4/2024 11:28,An account was successfully logged on.,228.182.044.063,4625,suresh,Logoff
1/4/2024 11:29,An account was logged off.,044.192.193.159,4634,Priyansh,Logoff
1/4/2024 11:30,An account was logged off.,194.239.170.175,4634,Priyansh,Logon
1/4/2024 11:31,An account was successfully logged on.,230.008.137.049,4634,kirtan,Logoff
1/4/2024 11:32,An account was logged off.,079.192.230.151,4625,ramesh,LoginFailure
1/4/2024 11:33,An account failed to log on.,063.211.225.020,4624,vishal,Logon
1/4/2024 11:34,An account was successfully logged on.,142.222.248.214,4634,vishal,Logon
1/4/2024 11:35,An account was successfully logged on.,121.254.085.254,4624,ramesh,LoginFailure
1/4/2024 11:36,An account failed to log on.,251.170.221.141,4624,dinesh,Logoff
